Realtime [sec],Sim Time [sec],Sim Time from MPC [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
7.309785519999423,7.5,7.400000095367432,0.006070852279663086,20.0,-76146229#1_0,0.0,0.0,3.097361852925631,-76146229#1_0,1.3058558286678408,0.3776526354974319,0.3887335956096649
7.405944747999456,7.6,7.5,0.0034143924713134766,20.0,-76146229#1_0,0.0,0.0,3.231709373814444,-76146229#1_0,1.343475208888131,0.3761938022029021,0.3831332325935364
7.513348874999792,7.7,7.599999904632568,0.010425567626953125,20.0,-76146229#1_0,0.0,0.0,3.3697646356638393,-76146229#1_0,1.3805526184939572,0.3707740960582617,0.377254843711853
7.607848389998253,7.8,7.699999809265137,0.004667997360229492,20.0,-76146229#1_0,0.0,0.0,3.5114707508394787,-76146229#1_0,1.4170611517563945,0.36508533262437304,0.37151673436164856
7.708399293998809,7.9,7.800000190734863,0.005484580993652344,20.0,-76146229#1_0,0.0,0.0,3.656772189250876,-76146229#1_0,1.4530143841139733,0.35953232357578857,0.3658325970172882
7.815042091999203,8.0,7.900000095367432,0.007187366485595703,20.0,-76146229#1_0,0.0,0.0,3.8056139431172795,-76146229#1_0,1.4884175386640335,0.35403154550060156,0.3601427674293518
7.90952817699872,8.1,8.0,0.005800008773803711,20.0,-76146229#1_0,0.0,0.0,3.957940949571709,-76146229#1_0,1.5232700645442934,0.3485252588025989,0.35440513491630554
8.009504604997346,8.2,8.100000381469727,0.006659507751464844,20.0,-76146229#1_0,0.0,0.0,4.1136976831382315,-76146229#1_0,1.5575673356652262,0.3429727112093284,0.3473721146583557
8.114592087997153,8.3,8.199999809265137,0.00959014892578125,20.0,-76146229#1_0,0.0,0.0,4.27281608233048,-76146229#1_0,1.5911839919224864,0.3361665625726018,0.34029480814933777
8.209044921997702,8.4,8.300000190734863,0.0049936771392822266,20.0,-76146229#1_0,0.0,0.0,4.4352276570854645,-76146229#1_0,1.6241157475498416,0.32931755627355175,0.3332590162754059
8.310167508996528,8.5,8.399999618530273,0.004587411880493164,20.0,-76146229#1_0,0.0,0.0,4.600864319094727,-76146229#1_0,1.6563666200926228,0.3225087254278125,0.3262840211391449
8.414051637999364,8.6,8.5,0.009150266647338867,20.0,-76146229#1_0,0.0,0.0,4.769658568405336,-76146229#1_0,1.6879424931060885,0.3157587301346565,0.319304496049881
8.510661609998351,8.7,8.600000381469727,0.007577419281005859,20.00003576,-76146229#1_0,0.000357600000000013,0.0035760000000001294,4.941542861226105,-76146229#1_0,1.7188429282076898,0.3090043510160134,0.3123224973678589
