Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1253411759971641,0.4,0.008913516998291016,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21569896099390462,0.5,0.00895547866821289,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3155337850039359,0.6,0.009897708892822266,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4153641530137975,0.7,0.010014057159423828,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.517070814006729,0.8,0.005246400833129883,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6110695009992924,0.9,0.010120630264282227,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7175205509993248,1.0,0.008752584457397461,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8150312849902548,1.1,0.008877038955688477,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9156561639974825,1.2,0.008658170700073242,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1157230510143563,1.3,0.007243156433105469,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1268722389941104,1.4,0.008918285369873047,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2141780449892394,1.5,0.009287834167480469,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
