Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12331066399929114,0.4,0.009611129760742188,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21572279400425032,0.5,0.009949445724487305,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31487690200447105,0.6,0.010406732559204102,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41636926200590096,0.7,0.009767532348632812,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5138445390039124,0.8,0.011121034622192383,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6165536690095905,0.9,0.009663820266723633,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7142993390152697,1.0,0.010323762893676758,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8166988299926743,1.1,0.00928950309753418,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9146796860150062,1.2,0.009965181350708008,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0141409919888247,1.3,0.00836491584777832,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2141698090126738,1.4,0.008453845977783203,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2266124589950778,1.5,0.010030508041381836,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
