Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1307051930052694,0.4,0.010568380355834961,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21607356000458822,0.5,0.010382413864135742,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3153754160157405,0.6,0.009572505950927734,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41441476601175964,0.7,0.009742498397827148,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5140029760077596,0.8,0.009244441986083984,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6141273350222036,0.9,0.008845329284667969,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7137066020222846,1.0,0.009537696838378906,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8145876650232822,1.1,0.009289741516113281,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9141840660013258,1.2,0.009640693664550781,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.013974641013192,1.3,0.009392738342285156,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2144966190098785,1.4,0.008275508880615234,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.225500988017302,1.5,0.008829355239868164,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
