Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.010190486907958984,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11957266699755564,0.3,0.006217241287231445,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12705473898677155,0.4,0.009660959243774414,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.215526932006469,0.5,0.010403871536254883,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09508812427520752
0.3171284419950098,0.6,0.010749340057373047,20.0,0.0,0.0,0.0,1.5404386632777907,0.0,0.006758313626050949,0.06758313626050949,0.09244950860738754
0.41739745301310904,0.7,0.011412858963012695,20.0,0.0,0.0,0.0,1.540026587640273,0.0,0.006226137280464172,-0.005321763455867767,0.0924452468752861
0.516354493011022,0.8,0.010671615600585938,20.0,0.0,0.0,0.0,1.540026587640273,0.0,0.006226137280464172,0.0,0.08504394441843033
0.6162540669902228,0.9,0.008893966674804688,20.0,0.0,0.0,0.0,1.5400778648449813,0.0,0.005840378347784281,-0.003857589326798916,0.082316555082798
0.7143079800007399,1.0,0.01040196418762207,20.0,0.0,0.0,0.0,1.5398409548515686,0.0,0.008939136750996113,0.03098758403211832,0.08106613159179688
0.8167586009949446,1.1,0.009449005126953125,20.0,0.0,0.0,0.0,1.539522846261353,0.0,0.004586092662066221,-0.043530440889298916,0.08459509909152985
0.9145903459866531,1.2,0.009097576141357422,20.0,0.0,0.0,0.0,1.5396399296879855,0.0,0.005620223935693502,0.010341312736272812,0.07678233087062836
