Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.009760856628417969,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12269094301154837,0.3,0.009454727172851562,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13476277500740252,0.4,0.010171651840209961,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09242505580186844
0.2163751810148824,0.5,0.009624004364013672,20.0,0.0,0.0,0.0,1.7653314512825549,0.0,0.007206083741039038,0.07206083741039038,0.09195949137210846
0.31639878399437293,0.6,0.010107040405273438,20.0,0.0,0.0,0.0,1.764971083792677,0.0,0.0012195465387776494,-0.05986537202261388,0.08360210806131363
0.4173073899873998,0.7,0.010651588439941406,20.0,0.0,0.0,0.0,1.765152937588655,0.0,0.0028378856368362904,0.01618339098058641,0.08247039467096329
0.5168740889930632,0.8,0.009492874145507812,20.0,0.0,0.0,0.0,1.764991547694716,0.0,0.007497421465814114,0.04659535828977823,0.07985472679138184
0.6163595879916102,0.9,0.010365724563598633,20.0,0.0,0.0,0.0,1.7643227316243069,0.0,0.008207716047763824,0.0071029458194971085,0.07877790927886963
0.7169705519918352,1.0,0.009560108184814453,20.0,0.0,0.0,0.0,1.7643227316243069,0.0,0.008207716047763824,0.0,0.08198382705450058
0.8157379140029661,1.1,0.010722160339355469,20.0,0.0,0.0,0.0,1.7639961175040368,0.0,0.0012809493346139789,-0.06926766713149846,0.08186110854148865
0.9171771339897532,1.2,0.008577823638916016,20.0,0.0,0.0,0.0,1.76403595470459,0.0,0.007312390021979809,0.0603144068736583,0.08191458135843277
