Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1267665569903329,0.4,0.012913227081298828,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21819559900905006,0.5,0.012431621551513672,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3168419430148788,0.6,0.011355161666870117,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4165734430134762,0.7,0.011966228485107422,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5170929570158478,0.8,0.011549234390258789,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6165427569940221,0.9,0.012073755264282227,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7172836060053669,1.0,0.009966850280761719,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8147551660076715,1.1,0.010912895202636719,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9160603969939984,1.2,0.010627985000610352,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.016836828988744,1.3,0.010273933410644531,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2159021729894448,1.4,0.006639957427978516,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2241120249964297,1.5,0.011892557144165039,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
