Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.009198904037475586,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1190713649848476,0.3,0.006311178207397461,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12641175399767235,0.4,0.008806943893432617,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2154923210036941,0.5,0.008987188339233398,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09368594735860825
0.31472881298395805,0.6,0.007180452346801758,20.0,0.0,0.0,0.0,1.203679968610949,0.0,0.0034539110492914915,0.034539110492914915,0.0
0.4129930329800118,0.7,0.009054899215698242,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034539110492914915,0.0
0.5141719449893571,0.8,0.008543014526367188,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6145901999843773,0.9,0.01000523567199707,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09368594735860825
0.7157969389809296,1.0,0.00881195068359375,20.0,0.0,0.0,0.0,1.203679968610949,0.0,0.0034539110492914915,0.034539110492914915,0.09451382607221603
0.8159760359849315,1.1,0.00881052017211914,20.0,0.0,0.0,0.0,1.2036875516169963,0.0,0.0037206956185400486,0.002667845692485571,0.09423216432332993
0.9146252549835481,1.2,0.00902867317199707,20.0,0.0,0.0,0.0,1.2035854578808638,0.0,0.005986294709146023,0.022655990906059742,0.08488074690103531
1.0147957099834457,1.3,0.008515596389770508,20.0,0.0,0.0,0.0,1.2033393582649285,0.0,0.00495907012373209,-0.010272245854139328,0.09461930394172668
