Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12915142701240256,0.4,0.009191274642944336,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21512499399250373,0.5,0.009206295013427734,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31518272499670275,0.6,0.010203838348388672,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41628579000825994,0.7,0.008983612060546875,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5149177289858926,0.8,0.010526180267333984,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6165187169972342,0.9,0.009005308151245117,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7152866690012161,1.0,0.010270833969116211,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1141859570052475,1.3,0.007004976272583008,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1245724300097208,1.4,0.010367393493652344,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2163098889868706,1.5,0.010187864303588867,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3155114389955997,1.6,0.009474515914916992,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
