Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12289772601798177,0.4,0.00878143310546875,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21216811600606889,0.5,0.009164094924926758,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3148270380042959,0.6,0.009459733963012695,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4150475320057012,0.7,0.010562658309936523,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5167197400005534,0.8,0.0036084651947021484,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.606786613992881,0.9,0.009284496307373047,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7157024370098952,1.0,0.009656429290771484,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8144446910009719,1.1,0.009502887725830078,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9161600950174034,1.2,0.010255575180053711,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0166991320147645,1.3,0.008925914764404297,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2157463610055856,1.4,0.006092548370361328,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.223077511007432,1.5,0.00900721549987793,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
