Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.118670507974457,0.3,0.007710695266723633,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12912935999338515,0.4,0.00906682014465332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21404906097450294,0.5,0.010017633438110352,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3164945409807842,0.6,0.009359121322631836,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4156890499871224,0.7,0.008599519729614258,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5139677569968626,0.8,0.01038217544555664,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6167465600010473,0.9,0.009263277053833008,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7145058070018422,1.0,0.00864863395690918,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8146238939953037,1.1,0.008518218994140625,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9152455579896923,1.2,0.009277582168579102,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1150404869986232,1.3,0.007462263107299805,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1260410789982416,1.4,0.00975942611694336,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2161178129899781,1.5,0.008403539657592773,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
