Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11854473000857979,0.3,0.006326913833618164,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1279048970027361,0.4,0.01041555404663086,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21618258499074727,0.5,0.009276151657104492,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31589176098350435,0.6,0.010590314865112305,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4162851950095501,0.7,0.010445594787597656,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5176197580003645,0.8,0.010418176651000977,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6169847100100014,0.9,0.010122537612915039,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7167988430010155,1.0,0.010082006454467773,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8161715249880217,1.1,0.009221076965332031,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9147017560026143,1.2,0.009283065795898438,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1157324189844076,1.3,0.008729934692382812,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1286796919885091,1.4,0.009602546691894531,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2158586400037166,1.5,0.009016275405883789,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
