Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.009277582168579102,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11936164600774646,0.3,0.0074787139892578125,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13010080400272273,0.4,0.008768320083618164,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21371876500779763,0.5,0.00818943977355957,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09338410943746567
0.314482454006793,0.6,0.008219718933105469,20.0,0.0,0.0,0.0,1.7137695148673562,0.0,0.0017857300117611885,0.017857300117611885,0.0943671241402626
0.4141260030155536,0.7,0.00904226303100586,20.0,0.0,0.0,0.0,1.7139840605710495,0.0,0.003036011243239045,0.012502812314778566,0.09429537504911423
0.5158454810152762,0.8,0.008077144622802734,20.0,0.0,0.0,0.0,1.7140939769222094,0.0,0.0026712820399552584,-0.0036472920328378677,0.08208102732896805
0.6141271340020467,0.9,0.008769989013671875,20.0,0.0,0.0,0.0,1.7140776540756057,0.0,0.0016430154209956527,-0.010282666189596057,0.08130799233913422
0.7149980740214232,1.0,0.008498430252075195,20.0,0.0,0.0,0.0,1.7141845738427213,0.0,0.003462262451648712,0.018192470306530595,0.08228012919425964
0.8145477020007093,1.1,0.009204387664794922,20.0,0.0,0.0,0.0,1.7141845738427213,0.0,0.003462262451648712,0.0,0.0
0.9155383390025236,1.2,0.008508682250976562,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03462262451648712,0.0
1.115652452019276,1.3,0.0066738128662109375,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
