Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12918903201352805,0.4,0.00899648666381836,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2155931660090573,0.5,0.009800910949707031,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5136140389950015,0.8,0.009024620056152344,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6150002889917232,0.9,0.009025335311889648,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7146220479917247,1.0,0.008921384811401367,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.814949710998917,1.1,0.009827852249145508,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9162746079964563,1.2,0.009368658065795898,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0150587369862478,1.3,0.008820772171020508,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.215097373991739,1.4,0.0068738460540771484,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2259575719945133,1.5,0.008823156356811523,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3155308600107674,1.6,0.009905576705932617,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
