2,3,4,2,3,4,2,3,4,2,3,4,2,3,4
1024,1024,1024,128,128,128,256,256,256,512,512,512,64,64,64
2701.32352146508,2292.22005734097,2509.51143338059,3066.00781995777,2767.31868652128,2817.42556900837,2618.81903930725,2609.32939054484,2843.77937795995,2948.79858589916,2220.80770209745,2359.3126076448,5173.81174815234,4507.59715931231,6689.85449585259
0.4594,0.4712,0.4653,0.4207,0.4507,0.4805,0.4357,0.4727,0.4847,0.4666,0.4478,0.4916,0.4493,0.4818,0.4702
