Realtime [sec],Sim Time [sec],Sim Time from MPC [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2],gap [m],headway [s],ttc [s]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0.008691787719726562,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,inf,inf
0.12115127791184932,0.3,0.0,0.0064809322357177734,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,inf,inf
0.12969753390643746,0.4,0.0,0.009057044982910156,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,inf,inf
0.21370704600121826,0.5,0.20000000298023224,0.009046316146850586,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09435022622346878,16.8,inf,inf
0.31466508901212364,0.6,0.4000000059604645,0.011022090911865234,20.0,0.0,0.0,0.0,0.0009130667053884075,0.0,0.009130667053884075,0.09130667053884074,0.09435022622346878,16.799086933294614,1839.8531929984772,1839.8531929984772
0.4151491340016946,0.7,0.5,0.007087230682373047,20.0,0.0,0.0,0.0,0.0027392001161652226,0.0,0.01826133410776815,0.09130667053884074,0.09435022622346878,16.797260799883837,919.8265964992386,919.8265964992386
0.5096740339649841,0.8,0.6000000238418579,0.0072977542877197266,20.0,0.0,0.0,0.0,0.005478400232330445,0.0,0.027392001161652225,0.09130667053884076,0.08981119096279144,16.79452159976767,613.1177309994923,613.1177309994923
0.6116350069642067,0.9,0.699999988079071,0.009819507598876953,20.0,0.0,0.0,0.0,0.0090867409062001,0.0,0.03608340673869656,0.08691405577044335,0.08857729285955429,16.790913259093802,465.336141365136,465.336141365136
0.7147700219647959,1.0,0.800000011920929,0.009020090103149414,20.0,0.0,0.0,0.0,0.013552281188388023,0.0,0.044655402821879235,0.08571996083182674,0.08733712136745453,16.786447718811612,375.9107892446773,375.9107892446773
0.8132480808999389,1.1,0.8999999761581421,0.008435249328613281,20.0,0.0,0.0,0.0,0.018863019419293248,0.0,0.05310738230905225,0.08451979487173016,0.086309053003788,16.78113698058071,315.98501471838375,315.98501471838375
0.911812835955061,1.2,1.0,0.009466409683227539,20.0,0.0,0.0,0.0,0.025009006550235132,0.0,0.06145987130941883,0.0835248900036658,0.08517507463693619,16.774990993449766,272.94217570024375,272.94217570024375
1.0130803709616885,1.3,1.2000000476837158,0.008278846740722656,20.0,0.0,0.0,0.0,0.031979268597018336,0.0,0.06970262046783202,0.08242749158413186,0.08292820304632187,16.76802073140298,240.56514115048913,240.56514115048913
1.212385643972084,1.4,1.2000000476837158,0.008105278015136719,20.0,0.0,0.0,0.0,0.03975206164102401,0.0,0.07772793044005671,0.08025309972224698,0.08292820304632187,16.760247938358976,215.6270962506119,215.6270962506119
1.2246174199972302,1.5,1.2000000476837158,0.008270263671875,20.0,0.0,0.0,0.0,0.04832738568225215,0.0,0.08575324041228141,0.08025309972224698,0.08292820304632187,16.751672614317748,195.34740067873406,195.34740067873406
1.3129165599821135,1.6,1.2999999523162842,0.008216381072998047,20.0,0.0,0.0,0.0,0.057705240720702766,0.0,0.09377855038450611,0.08025309972224698,0.08181756734848022,16.742294759279297,178.53010833109894,178.53010833109894
1.410882057971321,1.7,1.5,0.007174015045166016,20.0,0.0,0.0,0.0,0.06787487866897737,0.0,0.10169637948274612,0.07917829098240015,0.07963722199201584,16.732125121331023,164.5301947467049,164.5301947467049
1.51050483295694,1.8,1.600000023841858,0.007559061050415039,20.0,0.0,0.0,0.0,0.07881519941072311,0.0,0.10940320741745733,0.0770682793471121,0.07849935442209244,16.721184800589278,152.83998701048228,152.83998701048228
1.610052095958963,1.9,1.7000000476837158,0.011008024215698242,20.0,0.0,0.0,0.0,0.09051519132429554,0.0,0.11699991913572434,0.07596711718267007,0.07740941643714905,16.709484808675704,142.81620818294812,142.81620818294812
1.7154445489868522,2.0,1.7999999523162842,0.006941080093383789,20.0,0.0,0.0,0.0,0.10296430662274361,0.0,0.1244911529844807,0.07491233848756357,0.07637996226549149,16.697035693377256,134.1222672703396,134.1222672703396
1.8120382609777153,2.1,1.899999976158142,0.008195161819458008,20.0,0.0,0.0,0.0,0.1161525828463416,0.0,0.1318827622359799,0.0739160925149919,0.0753234252333641,16.683847417153657,126.50514088642599,126.50514088642599
1.9120787889696658,2.2,2.0,0.006185293197631836,20.0,0.0,0.0,0.0,0.1300697954431657,0.0,0.13917212596824094,0.0728936373226105,0.07427418231964111,16.669930204556834,119.77923085231097,119.77923085231097
2.0108437979361042,2.3,2.0999999046325684,0.009116649627685547,20.0,0.0,0.0,0.0,0.1447057904495347,0.0,0.14635995006369007,0.0718782409544913,0.07323107123374939,16.655294209550465,113.796801668098,113.796801668098
2.1144755959976465,2.4,2.299999952316284,0.008648872375488281,20.0,0.0,0.0,0.0,0.16005047324203675,0.0,0.15344682792502065,0.07086877861330582,0.07117249816656113,16.639949526757963,108.44114376146511,108.44114376146511
2.3147045189980417,2.5,2.299999952316284,0.007346391677856445,20.0,0.0,0.0,0.0,0.17608392214582813,0.0,0.16033448903791367,0.06887661112893018,0.07117249816656113,16.623916077854172,103.68272090182157,103.68272090182157
2.3265258639585227,2.6,2.299999952316284,0.01052999496459961,20.0,0.0,0.0,0.0,0.1928061371609088,0.0,0.1672221501508067,0.06887661112893018,0.07117249816656113,16.607193862839093,99.31216557054286,99.31216557054286
2.4149315370013937,2.7,2.4000000953674316,0.011024236679077148,20.0,0.0,0.0,0.0,0.21021711828727876,0.0,0.1741098112636997,0.06887661112893018,0.07015582919120789,16.589782881712722,95.28344647152885,95.28344647152885
2.516649769968353,2.8,2.5999999046325684,0.009586572647094727,20.0,0.0,0.0,0.0,0.22830702679291848,0.0,0.18089908505639724,0.06789273792697531,0.06816064566373825,16.57169297320708,91.60738965617587,91.60738965617587
2.6129576809471473,2.9,2.700000047683716,0.009760379791259766,20.0,0.0,0.0,0.0,0.24705655445014277,0.0,0.18749527657224288,0.06596191515845645,0.06711983680725098,16.552943445549857,88.2845890742849,88.2845890742849
2.714779904927127,3.0,2.799999952316284,0.006438255310058594,20.0,0.0,0.0,0.0,0.26645562891517915,0.0,0.19399074465036395,0.0649546807812107,0.06612321734428406,16.533544371084822,85.22852160232586,85.22852160232586
2.808017536997795,3.1,2.9000000953674316,0.009018659591674805,20.0,0.0,0.0,0.0,0.2864946054835473,0.0,0.20038976568368175,0.06399021033317798,0.06518223881721497,16.513505394516454,82.4069300055137,82.4069300055137
2.9114351789467037,3.2,3.0,0.007709026336669922,20.0,0.0,0.0,0.0,0.3071643779114369,0.0,0.2066977242788961,0.06307958595214352,0.06421677768230438,16.492835622088563,79.79205228130557,79.79205228130557
3.011772942962125,3.3,3.0999999046325684,0.0059392452239990234,20.0,0.0,0.0,0.0,0.3284556030265746,0.0,0.21291225115137716,0.062145268724810576,0.06325828284025192,16.471544396973425,77.36306533747756,77.36306533747756
3.1075062529416755,3.4,3.200000047683716,0.010976076126098633,20.0,0.0,0.0,0.0,0.35035900507242446,0.0,0.21903402045849832,0.06121769307121161,0.06230568513274193,16.449640994927577,75.10084945020853,75.10084945020853
3.214806691976264,3.5,3.4000000953674316,0.00868988037109375,20.0,0.0,0.0,0.0,0.3728653653614944,0.0,0.22506360289069915,0.06029582432200836,0.06042663753032684,16.427134634638506,72.98885481103868,72.98885481103868
3.4121879659360275,3.6,3.4000000953674316,0.005918264389038086,20.0,0.0,0.0,0.0,0.3959564995621481,0.0,0.23091134200653723,0.0584773911583808,0.06042663753032684,16.40404350043785,71.04044070721066,71.04044070721066
3.420027958927676,3.7,3.5999999046325684,0.016184568405151367,20.0,0.0,0.0,0.0,0.41963240767438564,0.0,0.23675908112237531,0.0584773911583808,0.058624353259801865,16.380367592325616,69.18580488939718,69.18580488939718
3.5207539109978825,3.8,3.700000047683716,0.01143646240234375,20.0,0.0,0.0,0.0,0.44387564823752446,0.0,0.2424324056313884,0.05673324509013089,0.057679664343595505,16.356124351762475,67.46674112796413,67.46674112796413
3.61648879700806,3.9,3.700000047683716,0.009235382080078125,20.0,0.0,0.0,0.0,0.4686770791007626,0.0,0.24801430863238152,0.055819030009931214,0.057679664343595505,16.33132292089924,65.84830936148242,65.84830936148242
3.714402250945568,4.0,3.799999952316284,0.008583545684814453,20.0,0.0,0.0,0.0,0.49403670026410007,0.0,0.25359621163337465,0.055819030009931214,0.056817665696144104,16.3059632997359,64.29892305847815,64.29892305847815
3.811981536913663,4.1,3.9000000953674316,0.008265495300292969,20.0,0.0,0.0,0.0,0.5199461698051422,0.0,0.25909469541042085,0.054984837770462036,0.05593396723270416,16.28005383019486,62.83437723187007,62.83437723187007
3.9125826240051538,4.2,4.0,0.007588863372802734,20.0,0.0,0.0,0.0,0.546396935803275,0.0,0.2645076599813277,0.05412964570906842,0.05501328408718109,16.253603064196724,61.448515575481295,61.448515575481295
4.010726720909588,4.3,4.099999904632568,0.00992441177368164,20.0,0.0,0.0,0.0,0.5733800884216063,0.0,0.26983152618331296,0.05323866201985272,0.05413024500012398,16.226619911578393,60.1361158241927,60.1361158241927
4.114707630011253,4.4,4.099999904632568,0.006878852844238281,20.0,0.0,0.0,0.0,0.600887082120584,0.0,0.27506993698977655,0.05238410806463589,0.05413024500012398,16.199112917879418,58.890888241565584,58.890888241565584
4.210262201959267,4.5,-1.0,0.0043277740478515625,20.0,0.0,0.0,0.0,0.6289179169002079,0.0,0.28030834779624014,0.05238410806463589,-3.0,16.171082083099794,57.69033355672578,57.69033355672578
4.307547463919036,4.6,-1.0,0.006465911865234375,20.0,0.0,0.0,0.0,0.6560445312030698,0.0,0.2712661430286195,-0.09042204767620632,-3.0,16.143955468796932,59.51334467528331,59.51334467528331
4.508542808005586,4.7,-1.0,0.004717826843261719,20.0,0.0,0.0,0.0,0.6822960934316459,0.0,0.2625156222857608,-0.08750520742858703,-3.0,16.117703906568355,61.39712283112608,61.39712283112608
4.514607321005315,4.8,-1.0,0.009172916412353516,20.0,0.0,0.0,0.0,0.7077008310722034,0.0,0.25404737640557495,-0.08468245880185854,-3.0,16.0922991689278,63.343693592163625,63.343693592163625
4.611728154006414,4.9,-1.0,0.009653568267822266,20.0,0.0,0.0,0.0,0.7322860610469365,0.0,0.2458522997473306,-0.08195076658244344,-3.0,16.067713938953066,65.35515004523575,65.35515004523575
4.713185779983178,5.0,-1.0,0.008584737777709961,20.0,0.0,0.0,0.0,0.7560782190870008,0.0,0.23792158040064254,-0.0793071934668807,-3.0,16.043921780913,67.43365504674358,67.43365504674358
4.813733652932569,5.1,-1.0,0.006586313247680664,20.0,0.0,0.0,0.0,0.7791028881580307,0.0,0.23024669071029924,-0.076748896903433,-3.0,16.02089711184197,69.5814435483017,69.5814435483017
4.909925382002257,5.2,-1.0,0.006261110305786133,20.0,0.0,0.0,0.0,0.8013848259687049,0.0,0.2228193781067412,-0.07427312603558028,-3.0,15.998615174031297,71.80082499991177,71.80082499991177
5.0082387059228495,5.3,-1.0,0.007243633270263672,20.0,0.0,0.0,0.0,0.8229479915919379,0.0,0.21563165623233022,-0.07187721874410996,-3.0,15.977052008408062,74.09418583324215,74.09418583324215
5.1096262079663575,5.4,-1.0,0.005436897277832031,20.0,0.0,0.0,0.0,0.8438155712273246,0.0,0.20867579635386796,-0.06955859878462256,-3.0,15.956184428772676,76.46399202768356,76.46399202768356
5.206767414929345,5.5,-1.0,0.0071201324462890625,20.0,0.0,0.0,0.0,0.8640100031325377,0.0,0.20194431905213028,-0.06731477301737676,-3.0,15.935989996867463,78.91279176193967,78.91279176193967
