Realtime [sec],Sim Time [sec],Sim Time from MPC [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v0_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],v1_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0.009596586227416992,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11618889200326521,0.3,0.0,0.006089925765991211,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12369293100346113,0.4,0.0,0.009540319442749023,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2156599760055542,0.5,0.0,0.007939338684082031,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3147170299998834,0.6,0.4000000059604645,0.009062528610229492,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09435022622346878
0.4145159580002655,0.7,0.5,0.008753299713134766,20.0,0.0,0.0,0.0,0.0009130667053884075,0.0,0.009130667053884075,0.09130667053884074,0.09435022622346878
0.5151050480053527,0.8,0.6000000238418579,0.008583784103393555,20.0,0.0,0.0,0.0,0.0027392001161652226,0.0,0.01826133410776815,0.09130667053884074,0.09435022622346878
0.6135322190020815,0.9,0.699999988079071,0.008275985717773438,20.0,0.0,0.0,0.0,0.005478400232330445,0.0,0.027392001161652225,0.09130667053884076,0.08981119096279144
0.7143043050018605,1.0,0.800000011920929,0.010146141052246094,20.0,0.0,0.0,0.0,0.0090867409062001,0.0,0.03608340673869656,0.08691405577044335,0.08857729285955429
0.8170444130009855,1.1,0.8999999761581421,0.009096384048461914,20.0,0.0,0.0,0.0,0.013552281188388023,0.0,0.044655402821879235,0.08571996083182674,0.08733712136745453
0.9144754850058234,1.2,1.100000023841858,0.008928775787353516,20.0,0.0,0.0,0.0,0.018863019419293248,0.0,0.05310738230905225,0.08451979487173016,0.08517507463693619
1.1151938629991491,1.3,1.100000023841858,0.006881237030029297,20.0,0.0,0.0,0.0,0.02499803256603979,0.0,0.06135013146746543,0.08242749158413179,0.08517507463693619
1.1249634160049027,1.4,1.100000023841858,0.008410930633544922,20.0,0.0,0.0,0.0,0.031957320628627654,0.0,0.06959288062587861,0.08242749158413179,0.08517507463693619
1.2134188070049277,1.5,1.2999999523162842,0.008970499038696289,20.0,0.0,0.0,0.0,0.03974088360705683,0.0,0.07783562978429179,0.08242749158413179,0.08298275619745255
1.3155256640020525,1.6,1.399999976158142,0.00930333137512207,20.0,0.0,0.0,0.0,0.0483275055164291,0.0,0.08586621909372268,0.08030589309430888,0.0818324014544487
1.4158760030040867,1.7,1.5,0.008419513702392578,20.0,0.0,0.0,0.0,0.057706053891489584,0.0,0.0937854837506048,0.07919264656882127,0.08067639172077179
1.5140045610023662,1.8,1.600000023841858,0.00832676887512207,20.0,0.0,0.0,0.0,0.06786534154126721,0.0,0.10159287649777626,0.0780739274717146,0.07962018996477127
1.6152877109998371,1.9,1.7000000476837158,0.008146286010742188,20.0,0.0,0.0,0.0,0.07879514715844585,0.0,0.10929805617178638,0.07705179674010118,0.07853688299655914
1.7120156650053104,2.0,1.7999999523162842,0.008404016494750977,20.0,0.0,0.0,0.0,0.0904849871272041,0.0,0.11689839968758242,0.0760034351579604,0.07746338099241257
1.8136005970009137,2.1,1.899999976158142,0.00816202163696289,20.0,0.0,0.0,0.0,0.10292447271846955,0.0,0.1243948559126546,0.07496456225072182,0.07639475911855698
1.9140300590006518,2.2,2.0,0.008236885070800781,20.0,0.0,0.0,0.0,0.11610326243023718,0.0,0.13178789711767624,0.07393041205021642,0.07533589750528336
2.014041578004253,2.3,2.200000047683716,0.008020162582397461,20.0,0.0,0.0,0.0,0.13001110921463657,0.0,0.139078467843994,0.07290570726317752,0.07324358075857162
2.2150675090015284,2.4,2.200000047683716,0.0068781375885009766,20.0,0.0,0.0,0.0,0.14462776484508666,0.0,0.14616655630450093,0.0708808846050693,0.07324358075857162
2.2243512780041783,2.5,2.200000047683716,0.008290529251098633,20.0,0.0,0.0,0.0,0.15995322932158745,0.0,0.15325464476500786,0.0708808846050693,0.07324358075857162
2.3134674739994807,2.6,2.4000000953674316,0.009504318237304688,20.0,0.0,0.0,0.0,0.17598750264413893,0.0,0.1603427332255148,0.0708808846050693,0.07123506814241409
2.4159206930053188,2.7,2.5,0.009395122528076172,20.0,0.0,0.0,0.0,0.19271114759387506,0.0,0.1672364494973613,0.06893716271846512,0.07018176466226578
2.515610573005688,2.8,2.5999999046325684,0.007846355438232422,20.0,0.0,0.0,0.0,0.21011397091131054,0.0,0.17402823317435476,0.06791783676993457,0.06912359595298767
2.6144395869996515,2.9,2.700000047683716,0.008456945419311523,20.0,0.0,0.0,0.0,0.2281857322540975,0.0,0.18071761342786968,0.06689380253514926,0.06815718859434128
2.7149303539990797,3.0,2.799999952316284,0.008451223373413086,20.0,0.0,0.0,0.0,0.24691707929295872,0.0,0.18731347038861237,0.06595856960742691,0.06716623157262802
2.814115323999431,3.1,2.9000000953674316,0.009130477905273438,20.0,0.0,0.0,0.0,0.2662984221212325,0.0,0.19381342828273768,0.06499957894125302,0.06618455052375793
