Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11977566299992759,0.05,0.007014274597167969,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.12768322300053114,0.1,0.016111373901367188,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.14412525599982473,0.15,0.0044651031494140625,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14892485400014266,0.2,0.004564523696899414,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15515512799993303,0.25,0.013282060623168945,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2192984149996846,0.3,0.015557527542114258,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26979324300009466,0.35,0.013197898864746094,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3194477309998547,0.4,0.012330770492553711,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3673764550003398,0.45,0.014345645904541016,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41927260300053604,0.5,0.013434886932373047,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4693562780003049,0.55,0.013186454772949219,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5181160140000429,0.6,0.012902259826660156,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5690206740000576,0.65,0.012809038162231445,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6181363269997746,0.7,0.014340639114379883,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6685201110003618,0.75,0.013968229293823242,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
