Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12941472100010287,0.05,0.007445335388183594,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.13725585500014859,0.1,0.00859379768371582,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.14617124600044917,0.15,0.008355140686035156,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15483515600044484,0.2,0.008425235748291016,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16355558800023573,0.25,0.01657724380493164,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2216634910000721,0.3,0.016839981079101562,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.272578173000511,0.35,0.016858816146850586,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3212946270004977,0.4,0.01632976531982422,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36952444200051104,0.45,0.016382694244384766,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4215784990001339,0.5,0.017427921295166016,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47171744000024773,0.55,0.017444133758544922,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5231968140005847,0.6,0.0178072452545166,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5720358360003956,0.65,0.019902706146240234,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6244779050002762,0.7,0.01718425750732422,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6722661980002158,0.75,0.02701854705810547,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
