Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1281576999990648,0.05,0.007570505142211914,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.13639616799991927,0.1,0.008273124694824219,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.1455789179999556,0.15,0.009519100189208984,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1560401639999327,0.2,0.008664369583129883,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1650983740000811,0.25,0.020532608032226562,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22547334800037788,0.3,0.017415285110473633,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27295884399973147,0.35,0.014922618865966797,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3200170870004513,0.4,0.018918275833129883,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3733794489999127,0.45,0.015515565872192383,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.421928695999668,0.5,0.016687393188476562,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4699763820008229,0.55,0.020783185958862305,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5253632149997429,0.6,0.017304658889770508,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5713710510008241,0.65,0.01995849609375,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6248248550000426,0.7,0.01578211784362793,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6693072319994826,0.75,0.030522823333740234,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
