Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12839188300040405,0.05,0.00734400749206543,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.1361632300004203,0.1,0.0084381103515625,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.14491290000023582,0.15,0.00875091552734375,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15397070100061683,0.2,0.008736371994018555,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16420009800003754,0.25,0.022324562072753906,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2273310130003665,0.3,0.01752161979675293,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2727152430006754,0.35,0.01688694953918457,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32219695599997067,0.4,0.01717209815979004,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37192555500041635,0.45,0.016424894332885742,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42183814000054554,0.5,0.02032303810119629,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47366973200041684,0.55,0.016793012619018555,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5216341989998909,0.6,0.01730799674987793,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5719583840000269,0.65,0.018033266067504883,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6233396390007329,0.7,0.018529653549194336,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6746118010005375,0.75,0.026206016540527344,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
