Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12953065700003208,0.05,0.008371591567993164,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.13836718599941378,0.1,0.013033390045166016,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.15214209199984907,0.15,0.009222030639648438,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1618021599997519,0.2,0.008840560913085938,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17126624499996979,0.25,0.015681982040405273,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22067539199997555,0.3,0.020566940307617188,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27647022000019206,0.35,0.016175508499145508,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3217123839995111,0.4,0.020043611526489258,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37340450000010605,0.45,0.018623828887939453,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42459389499981626,0.5,0.017650365829467773,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4722312449994206,0.55,0.023867130279541016,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5293033029993239,0.6,0.019167184829711914,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5756753509995178,0.65,0.017351627349853516,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6206150629996046,0.7,0.01909494400024414,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6721223710001141,0.75,0.0267789363861084,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
