Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.127314852001291,0.05,0.007642984390258789,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.1354163369996968,0.1,0.008563041687011719,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.1448843569996825,0.15,0.008500099182128906,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15371044000130496,0.2,0.00847768783569336,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16253620400129876,0.25,0.016871213912963867,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2204913880013919,0.3,0.01996588706970215,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2745840000006865,0.35,0.016220808029174805,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32076043100096285,0.4,0.017673492431640625,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3711794930004544,0.45,0.01695704460144043,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42321567900035006,0.5,0.016615629196166992,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4702343720000499,0.55,0.016704082489013672,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5218927389996679,0.6,0.017054080963134766,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5705536870009382,0.65,0.021080970764160156,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6253174240009685,0.7,0.017513275146484375,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6727968900013366,0.75,0.02504253387451172,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
