Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11667609700089088,0.05,0.007718324661254883,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.125667065000016,0.1,0.01499629020690918,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.14098551600000064,0.15,0.004373311996459961,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1457095929999923,0.2,0.004246950149536133,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1548859860013181,0.25,0.011007070541381836,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21542534100080957,0.3,0.012937068939208984,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2674150130005728,0.35,0.012846231460571289,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3185870960005559,0.4,0.012237310409545898,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36754225399999996,0.45,0.013538360595703125,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41934240000045975,0.5,0.012576103210449219,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4671661380016303,0.55,0.016013383865356445,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.519390587000089,0.6,0.011986970901489258,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5659045110005536,0.65,0.015305280685424805,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6189399090017105,0.7,0.01299285888671875,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6685251100007008,0.75,0.013343334197998047,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
