Realtime [sec],Sim Time [sec],MPC runtime,v0_dist [m],v0_lane [-],v0_spd [m/s],v1_acc [m/s2],v1_dist [m],v1_lane [-],v1_spd [m/s],v1_acc [m/s2],MachE_accCmd [m/s2]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11782889500000238,0.05,0.007247447967529297,20.0,0.0,0.0,0.0,0.006437465853539762,0.0,0.12874931707079523,2.5749863414159044,0.0
0.12599725100017167,0.1,0.011351823806762695,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5749863414159044,0.0
0.13767717900009302,0.15,0.004399538040161133,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14237103000004936,0.2,0.004187107086181641,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1547012280002491,0.25,0.010905981063842773,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21291916300015146,0.3,0.011184215545654297,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26352397600021504,0.35,0.012970685958862305,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3183420529999239,0.4,0.01063394546508789,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3657988129998557,0.45,0.012495756149291992,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4164098470000681,0.5,0.012271404266357422,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.467490891000125,0.55,0.01243281364440918,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5158696600001349,0.6,0.013481855392456055,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5687014820000513,0.65,0.010864734649658203,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6144671639999615,0.7,0.011742830276489258,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6674647370000457,0.75,0.012923002243041992,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
